url	live	wayback	wayback_url	wayback_timestamp
http://adsabs.harvard.edu/abs/2011MNRAS.415...61S	LIVE	N/A		
http://cas.sdss.org/dr7/en/proj/advanced/galaxies	LIVE	N/A		
http://adsabs.harvard.edu/abs/2008MNRAS.390..408Z	LIVE	N/A		
http://adsabs.harvard.edu/abs/2000ApJ...530..625T	LIVE	N/A		
http://adsabs.harvard.edu/abs/1978ApJ...222..784G	LIVE	N/A		
http://adsabs.harvard.edu/abs/2004MNRAS.349..922D	LIVE	N/A		
http://www.petermeadows.com/html/parallactic.html	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23338304P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011MNRAS.412.1081W	LIVE	N/A		
http://adsabs.harvard.edu/abs/1985ApJ...298....8H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23135112F	LIVE	N/A		
http://adsabs.harvard.edu/abs/2008ApJ...682L..85K	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23316205B	LIVE	N/A		
http://adsabs.harvard.edu/abs/1985AJ.....90.1681B	LIVE	N/A		
http://adsabs.harvard.edu/abs/2014MNRAS.443.3601L	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23324523H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016MNRAS.460.2945L	LIVE	N/A		
http://adsabs.harvard.edu/abs/2007ApJ...665L..19H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2003ApJ...599..971H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2007ApJS..173..185G	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012MNRAS.427.2314L	LIVE	N/A		
http://adsabs.harvard.edu/abs/2017ApJ...842..133L	LIVE	N/A		
http://mathesaurus.sourceforge.net/idl-numpy.html	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018ApJ...861...49H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2013ApJ...768...77A	LIVE	N/A		
http://adsabs.harvard.edu/abs/2009ApJ...691..633T	LIVE	N/A		
http://adsabs.harvard.edu/abs/2009MNRAS.392L..45R	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23135418A	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011ApJ...739...38P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010MNRAS.403..683C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2014MNRAS.444.3559M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011ApJ...739L..22C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23335116R	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016ApJ...832..126S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2014ApJ...782....4K	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/fall09	LIVE	N/A		
http://adsabs.harvard.edu/abs/2014AJ....148...69H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2001AJ....122.2969H	LIVE	N/A		
http://cas.sdss.org/dr7/en/help/docs/sql_help.asp	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016ApJ...822..108H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2015AJ....149...72C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23135108L	LIVE	N/A		
http://adsabs.harvard.edu/abs/2006MNRAS.371..401H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016AJ....152..225H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23125218C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2003AJ....125.2348B	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016MNRAS.463.1692L	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016MNRAS.459..220S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2014ApJ...785....3M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2015ApJ...811...35J	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016ApJ...824..110O	LIVE	N/A		
http://adsabs.harvard.edu/abs/1952ApJ...115..206W	LIVE	N/A		
http://adsabs.harvard.edu/abs/2004MNRAS.350.1195M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2013ApJ...776...43P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23135113C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018MNRAS.477....2J	LIVE	N/A		
http://adsabs.harvard.edu/abs/2007NCimB.122.1109H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2009ApJS..183..214M	LIVE	N/A		
http://adsabs.harvard.edu/abs/1995AJ....109.2415C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018ApJ...862..149F	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23335115G	LIVE	N/A		
http://adsabs.harvard.edu/abs/2003AJ....125.1926G	LIVE	N/A		
http://adsabs.harvard.edu/abs/2000ApJ...534..114M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2004ApJ...600..681B	LIVE	N/A		
http://adsabs.harvard.edu/abs/2017ApJ...837L..16J	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016ApJ...824...25V	LIVE	N/A		
http://adsabs.harvard.edu/abs/2009ApJ...691.1595K	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AJ....155...65B	LIVE	N/A		
http://adsabs.harvard.edu/abs/1994AJ....108..491S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2008AJ....136..713K	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016ApJ...831..118M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011ApJ...732...92T	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011MNRAS.415..431B	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016MNRAS.457.4393J	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23210205V	LIVE	N/A		
http://adsabs.harvard.edu/abs/2018AAS...23114901H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011MNRAS.411..993F	LIVE	N/A		
http://cas.sdss.org/dr6/en/proj/advanced/galaxies	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010ApJ...725.2333K	LIVE	N/A		
http://adsabs.harvard.edu/abs/2003ApJ...597..142M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2015MNRAS.452.2479B	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011ApJS..194...20P	LIVE	N/A		
http://adsabs.harvard.edu/abs/1995AJ....110.1059G	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012AJ....144..159M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2009AJ....138..338S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23314420P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012ApJ...750...38M	LIVE	N/A		
http://adsabs.harvard.edu/abs/1984AJ.....89..758H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010ApJ...721..922G	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/summ09	LIVE	N/A		
https://www.wwu.edu/skywise/a101_coordinates.html	LIVE	N/A		
http://adsabs.harvard.edu/abs/1986ApJ...302..536A	LIVE	N/A		
http://adsabs.harvard.edu/abs/2005ApJS..160..149S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2007ApJ...655..144M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2015ApJ...802...66M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2000ApJ...543..178G	LIVE	N/A		
http://adsabs.harvard.edu/abs/1991AJ....102..841H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2009ApJ...696..385G	LIVE	N/A		
http://adsabs.harvard.edu/abs/1979AJ.....84.1500C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2013AJ....146....3S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2013AJ....146..145M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016MNRAS.455.1574J	LIVE	N/A		
http://adsabs.harvard.edu/abs/1988AJ.....95..985D	LIVE	N/A		
http://adsabs.harvard.edu/abs/1991AJ....102...14P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AJ....157...81O	LIVE	N/A		
http://adsabs.harvard.edu/abs/1995PASP..107..945F	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010PhRvD..81j3501P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012MNRAS.421..926P	LIVE	N/A		
http://adsabs.harvard.edu/abs/2014ApJ...795L...5S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012MNRAS.424.2180M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012AJ....143..133H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23338305O	LIVE	N/A		
http://adsabs.harvard.edu/abs/2007NCimB.122.1097G	LIVE	N/A		
http://adsabs.harvard.edu/abs/1994AJ....108.2348A	LIVE	N/A		
http://adsabs.harvard.edu/abs/2008AJ....135..588S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010ApJ...723.1359M	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23326107K	LIVE	N/A		
http://adsabs.harvard.edu/abs/1981AJ.....86.1126H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2015ApJ...815L..17M	LIVE	N/A		
http://adsabs.harvard.edu/abs/1998ApJ...500..525S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011AJ....142..170H	LIVE	N/A		
http://adsabs.harvard.edu/abs/1972ApJ...178..623T	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010MNRAS.408..919S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012ApJS..199...26H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2010MNRAS.403L..26C	LIVE	N/A		
http://adsabs.harvard.edu/abs/2011MNRAS.415...32S	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012MNRAS.426.3041H	LIVE	N/A		
http://adsabs.harvard.edu/abs/2016ApJ...832...85T	LIVE	N/A		
http://adsabs.harvard.edu/abs/2019AAS...23324522J	LIVE	N/A		
http://adsabs.harvard.edu/abs/2012MNRAS.420.1959C	LIVE	N/A		
http://www.ichotelsgroup.com/h/d/hi/1/en/hd/schdt	LIVE	N/A		
http://www.gb.nrao.edu/~dpisano/example_sb.turtle	LIVE	N/A		
http://www.ast.cam.ac.uk/~mike/local_members.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/virgohi21.php	LIVE	N/A		
http://www.nrao.edu/index.php/learn/radioastronomy	LIVE	N/A		
http://cosmicweb.uchicago.edu/images/mov/s02_0.gif	LIVE	N/A		
http://minerva.union.edu/koopmanr/smith_progs.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/HI1225+01.php	LIVE	N/A		
http://www.sdss.org/dr6/algorithms/photometry.html	LIVE	N/A		
http://www.atnf.CSIRO.AU/research/multibeam/release	LIVE	N/A		
http://cas.sdss.org/dr6/en/tools/crossid/upload.asp	LIVE	N/A		
http://astronomyonline.org/Science/SiderealTime.asp	LIVE	N/A		
http://www.globalsecurity.org/space/systems/gps.htm	LIVE	N/A		
https://public.nrao.edu/telescopes/radio-telescopes	LIVE	N/A		
https://alfalfasurvey.wordpress.com/2015/01/15/1315	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/data/index.php	LIVE	N/A		
http://www.atnf.csiro.au/research/multibeam/release	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/pubs/aas06.php	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/alfa.htm	LIVE	N/A		
https://www.legacysurvey.org/viewer?ra=150.0237&dec=	LIVE	N/A		
http://dev.mysql.com/doc/refman/5.0/en/tutorial.html	LIVE	N/A		
https://www.legacysurvey.org/viewer?ra=149.6950&dec=	LIVE	N/A		
https://www.legacysurvey.org/viewer?ra=150.0429&dec=	LIVE	N/A		
https://www.legacysurvey.org/viewer?ra=150.6129&dec=	LIVE	N/A		
https://www.legacysurvey.org/viewer?ra=150.4742&dec=	LIVE	N/A		
https://www.legacysurvey.org/viewer?ra=150.1250&dec=	LIVE	N/A		
http://amiga.iaa.es/CIG09/132-galaxies-isolation.htm	LIVE	N/A		
http://nedwww.ipac.caltech.edu/forms/calculator.html	LIVE	N/A		
https://www.esrl.noaa.gov/gmd/grad/solcalc/azel.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/himass.htm	LIVE	N/A		
http://apod.nasa.gov/apod/image/9902/m87s_vla_big.gif	LIVE	N/A		
https://ned.ipac.caltech.edu/forms/SearchSpectra.html	LIVE	N/A		
http://iopscience.iop.org/1538-3881/142/5/170/article	LIVE	N/A		
http://www.pas.rochester.edu/~emamajek/coolplots.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/coords.php	LIVE	N/A		
http://apod.nasa.gov/apod/image/1005/m87jet_block.jpg	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/alfarot.htm	LIVE	N/A		
http://www.sai.msu.su/mirrors/isn/sn2003/sn2003cg.html	LIVE	N/A		
http://www.atnf.csiro.au/research/multibeam/HIPASS-BGC	LIVE	N/A		
http://www.astro.princeton.edu/PBOOK/camera/camera.htm	LIVE	N/A		
http://skyserver.sdss3.org/dr9/en/tools/chart/navi.asp	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/alfares.htm	LIVE	N/A		
http://www.astrobetter.com/learning-python-the-diy-way	LIVE	N/A		
http://www.astro.rug.nl/~weygaert/knawvoid.program.php	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/alfalfabanner.jpg	LIVE	N/A		
http://iopscience.iop.org/1538-3881/142/5/170/fulltext	LIVE	N/A		
http://iopscience.iop.org/1538-3881/123/1/100/fulltext	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/styles/style1.css	LIVE	N/A		
http://skyserver.sdss.org/dr10/en/tools/search/sql.aspx	LIVE	N/A		
http://astro.unl.edu/naap/motion2/animations/ce_hc.html	LIVE	N/A		
http://skyserver.sdss3.org/dr9/en/tools/chart/chart.asp	LIVE	N/A		
http://apod.nasa.gov/apod/image/9706/arp220_hst_big.jpg	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/centroid.htm	LIVE	N/A		
http://docs.scipy.org/doc/scipy/reference/optimize.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/q_obsmode.htm	LIVE	N/A		
http://www.ichotelsgroup.com/h/d/hi/1/en/direction/schdt	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/hiprofile.htm	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/pract/gifs/bpd9.gif	LIVE	N/A		
http://apod.nasa.gov/apod/image/1108/m87jet_hst_1222.jpg	LIVE	N/A		
http://apod.nasa.gov/apod/image/0802/ngc4676_hst_big.jpg	LIVE	N/A		
http://now.humboldt.edu/news/it-was-a-galaxy-far-far-away	LIVE	N/A		
http://link.springer.com/book/10.1007%2F978-3-642-54083-7	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugradteam/Prop06.pdf	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/findqsogt5.htm	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/pract/pract_team.htm	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/findcluster.htm	LIVE	N/A		
http://www.sdss.org/dr6/algorithms/sdssUBVRITransform.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/d22p1_1356.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/stellarmass.htm	LIVE	N/A		
http://skyserver.sdss3.org/dr9/en/tools/chart/navi.asp?ra=	LIVE	N/A		
http://alfalfasurvey.wordpress.com/2009/01/13/what-is-alfa	LIVE	N/A		
http://www.wwu.edu/planetarium/a101/a101_coordinates.shtml	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugradteam/ugradj08.php	LIVE	N/A		
https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=150.6129	LIVE	N/A		
http://articles.adsabs.harvard.edu/full/1985AJ.....90.1681B	LIVE	N/A		
https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=150.0429	LIVE	N/A		
https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=150.1250	LIVE	N/A		
https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=150.0237	LIVE	N/A		
https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=150.4742	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/alfalfadata.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/virgo_links1.htm	LIVE	N/A		
http://www.star.bristol.ac.uk/~mbt/topcat/sun253/index.html	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/usingalfalfa.php	LIVE	N/A		
https://www.e-education.psu.edu/astro801/content/l9_p6.html	LIVE	N/A		
http://alfalfasurvey.wordpress.com/2009/01/21/observing-log	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/pract/pract_levelI.htm	LIVE	N/A		
https://ps1images.stsci.edu/cgi-bin/ps1cutouts?pos=149.6950	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/fall10/index.php	LIVE	N/A		
http://skyserver.sdss.org/dr12/en/tools/chart/listinfo.aspx	LIVE	N/A		
http://en.wikipedia.org/wiki/Galaxy_color-magnitude_diagram	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/galaxysurveys.php	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugrad/observingmode.htm	LIVE	N/A		
http://egg.astro.cornell.edu/alfalfa/ugradteam/photosj08.php	LIVE	N/A		
http://chandra.harvard.edu/xray_sources/galaxy_clusters.html	LIVE	N/A		
