# agcnum   radeg      decdeg    vhel    sepmin    
  231396   203.3963   7.135     7201    285.6174  
  232540   203.3987   12.9797   13230   93.1218   
  713502   203.4058   9.4978    7130    150.1704  
  238789   203.4092   8.0231    7406    233.9758  
  230420   203.4096   13.2364   12925   105.7479  
  713503   203.4271   14.3836   12408   167.2911  
  231398   203.4283   16.9583   15113   316.1063  
  230421   203.4329   11.4511   12503   65.1091   
  713504   203.4333   13.245    12942   106.9682  
  713505   203.4438   14.0175   13203   147.494   
  735371   203.4454   7.1069    15102   287.8866  
  233809   203.4508   8.2744    13610   220.1342  
  735372   203.46     6.6211    9718    316.5747  
  713506   203.4629   10.5642   17066   97.2639   
  713507   203.4633   14.0689   17902   150.7701  
  735373   203.4688   7.0456    6725    291.7845  
  713508   203.47     10.6456   17017   93.9083   
  735374   203.4758   15.6211   14939   238.6536  
  230423   203.4783   13.2719   13184   109.814   
  713510   203.4825   13.1667   12872   104.9181  
  233876   203.4863   11.4869   11277   67.4826   
  713511   203.495    13.8006   6835    137.2155  
  233824   203.4971   8.2864    7480    220.2506  
  713512   203.5088   13.1022   13121   102.8856  
  713513   203.5104   10.5814   12278   98.3537   
  713514   203.5117   14.6039   17833   181.3889  
  713515   203.5133   13.3194   7164    113.3206  
  735375   203.5158   7.8947    16058   243.0871  
  233739   203.5171   13.5836   13138   126.6054  
  713516   203.5208   9.7839    11940   137.7996  
  713517   203.5262   9.3272    7225    162.4214  
  713518   203.5288   9.2619    1031    166.0537  
  713519   203.5304   8.6531    16262   200.0181  
  230427   203.5392   13.2808   13017   112.3619  
  713520   203.5413   10.6081   12324   98.4309   
  230426   203.5425   13.1631   12978   106.9506  
  713521   203.5533   13.8258   7046    140.1889  
  735376   203.5558   6.2817    6822    337.6768  
  230428   203.5613   9.6347    7258    146.8003  
  230430   203.5667   10.6506   11782   97.6721   
  713522   203.5704   9.7536    11930   140.8227  
  743090   203.5833   17.1133   12341   327.0374  
  735377   203.5867   15.4936   13965   233.1637  
  230431   203.5913   10.5642   9694    102.3733  
  233878   203.5979   11.7842   17769   71.5343   
  735378   203.5983   15.9847   11858   261.5712  
  735379   203.6      7.4281    7289    271.4005  
  232416   203.6017   11.1511   16312   81.384    
  238612   203.6067   8.8544    7080    190.3559  
  233879   203.61     11.7017   16652   72.4426   
  735380   203.6117   6.8994    7121    302.2712  
  232417   203.6221   11.1503   16563   82.4687   
  713523   203.625    13.8039   7293    141.1611  
  233880   203.625    11.8139   17720   73.136    
  735381   203.6338   7.01      11463   296.1601  
  238698   203.6367   5.9458    7206    358.3879  
  232541   203.6371   13.0236   7540    104.4837  
  230435   203.6479   8.6931    7746    200.2492  
  230434   203.6492   8.7203    7555    198.7621  
  230436   203.6583   8.7936    1215    194.8991  
  233642   203.6742   13.4344   13123   124.4712  
  8555     203.6792   9.3369    7080    165.8596  
  713524   203.6812   13.7519   7588    140.2637  
  238758   203.6825   6.2706    6735    339.9532  
  230438   203.6933   11.4814   16420   79.3509   
  743094   203.6942   17.5614   8000    354.6577  
  735382   203.6967   6.7131    16170   314.35    
  713525   203.7008   13.7442   6639    140.4998  
  238792   203.7017   6.5372    9713    324.6566  
  735383   203.7088   7.8369    16015   249.7702  
  713526   203.7092   8.3447    15242   221.0452  
  735384   203.7112   7.7781    16143   253.1745  
  735385   203.7158   6.44      6844    330.5229  
  735386   203.7208   7.7939    7024    252.4484  
  735387   203.7296   7.5228    15118   268.1037  
  233643   203.7313   15.8275   6570    254.7962  
  8559     203.7329   13.8322   7007    145.9431  
  8558     203.7329   13.7417   6858    141.4171  
  232634   203.7354   16.7925   8094    310.3965  
  233810   203.7358   10.8622   9647    97.2207   
  231050   203.74     13.7442   6889    141.7734  
  713527   203.7504   13.6192   6948    136.002   
  232418   203.7558   11.6444   16497   81.2908   
  735388   203.7575   6.6347    16351   319.8065  
  231775   203.7646   13.9222   7341    151.4827  
  743096   203.7662   16.5058   15089   294.2926  
  233812   203.7696   9.5608    7156    156.7756  
  233882   203.77     12.3006   15596   87.155    
  713528   203.7737   10.5056   16105   112.5065  
  735389   203.7771   6.4964    6666    328.133   
  232419   203.7837   11.5664   16502   83.5513   
  233645   203.7858   14.775    7743    197.0891  
  231408   203.7867   6.4808    6821    329.1798  
  713529   203.7904   13.89     6997    150.6774  
  735390   203.7917   8.1517    16054   233.6127  
  713530   203.7929   10.6208   11800   108.7398  
  743102   203.8058   16.5281   6441    296.2102  
  233883   203.8071   10.6675   11722   107.6012  
  8562     203.81     10.6858   11802   107.0499  
  8563     203.8121   10.6917   11400   106.9301  
  713531   203.8187   8.8328    16419   196.6326  
  713532   203.8217   8.0703    7107    238.8105  
  735392   203.8271   8.5208    16379   213.8788  
  735393   203.8312   6.5919    7298    323.4228  
  735394   203.8329   7.4686    7174    273.0706  
  713533   203.8404   13.5286   7117    134.9371  
  735395   203.8442   6.6092    16468   322.6309  
  735396   203.8467   7.1903    6958    289.2226  
  232542   203.8496   12.3689   15686   92.9855   
  713534   203.8496   14.1822   12581   167.3516  
  232420   203.8692   11.4769   12497   89.4891   
  713535   203.8721   8.0733    7165    239.7186  
  743104   203.8721   16.8869   6884    317.9495  
  8573     203.8829   13.6758   6882    143.3787  
  713536   203.8879   8.0922    7060    239.0115  
  713537   203.8904   13.2747   6981    125.6037  
  735397   203.895    7.7706    16063   257.1805  
  713538   203.8983   13.4083   12650   131.7124  
  713539   203.905    14.3608   1024    178.2157  
  735398   203.905    6.3381    6888    339.2764  
  8576     203.9058   13.3256   12808   128.4075  
  8572     203.9075   7.5447    6793    270.1792  
  8569     203.9083   6.1933    6909    347.7096  
  713540   203.9117   13.7981   7204    150.222   
  713541   203.9121   13.55     6742    138.6064  
  743106   203.9208   17.0711   7955    329.3426  
  743107   203.9229   17.5731   15217   358.4225  
  230453   203.9267   13.3308   12844   129.4848  
  231776   203.9275   13.6336   12720   143.0287  
  735400   203.9292   8.1608    16238   236.1273  
  713542   203.9292   13.5967   12944   141.3871  
  713543   203.9346   13.4153   12502   133.4578  
  8575     203.9396   8.9683    1161    192.625   
  233884   203.9408   10.9994   17268   103.2943  
  743112   203.9521   17.0242   4440    327.1377  
  230456   203.9558   13.4175   12690   134.4065  
  713544   203.9567   8.9011    16787   196.657   
  713545   203.9633   8.6928    16341   207.943   
  735401   203.9692   6.0483    6900    357.0544  
  230459   203.9854   13.3431   12720   132.4282  
  713546   203.9908   8.5819    16296   214.6254  
  735402   204.0017   6.5258    6935    330.0442  
  8582     204.0058   6.585     6580    326.7198  
  231022   204.0108   8.1847    1291    236.7279  
  735403   204.0208   7.6603    16119   266.02    
  233832   204.0346   8.5925    16257   215.218   
  735404   204.0346   6.3775    16368   339.1323  
  735405   204.0363   7.6814    16014   265.1752  
  735406   204.0438   7.93      14950   251.5328  
  713547   204.045    14.7742   10245   203.8124  
  713548   204.0458   9.4781    6794    169.9046  
  743119   204.0504   16.2208   11058   283.1459  
  713549   204.0554   14.8956   13178   210.5125  
  230464   204.0554   11.2386   17288   103.8824  
  8585     204.0558   10.4778   16152   126.1691  
  230466   204.0604   9.2692    10046   180.7643  
  735407   204.0629   7.1572    9330    295.183   
  233886   204.0846   11.9656   12325   100.6467  
  233596   204.1017   7.8       6955    260.0576  
  735408   204.1029   7.1556    9308    296.0835  
  233887   204.1042   12.6008   16683   112.2457  
  735409   204.1071   6.1906    8648    351.1191  
  8589     204.1088   7.3694    7018    284.1826  
  233597   204.1158   7.8161    7008    259.4973  
  8591     204.1183   16.0903   7796    277.231   
  233648   204.1246   15.8806   7805    265.7132  
  713550   204.1292   8.1547    7069    241.2856  
  713551   204.1321   13.1536   13680   131.3119  
  735410   204.1363   6.5103    11212   333.3374  
  713552   204.1454   8.2697    11604   235.4851  
  735411   204.1471   6.8558    7429    313.9033  
  735412   204.1488   15.9394   7754    269.5109  
  231092   204.1488   8.1933    6957    239.6939  
  735413   204.1692   8.2431    7295    237.5437  
  238760   204.1825   6.9964    7217    306.6809  
  233888   204.1942   11.9697   17727   107.0711  
  8596     204.1963   6.4961    6713    335.2683  
  735414   204.2142   15.6661   12455   256.0268  
  230477   204.2208   17.3867   6816    352.4654  
  231420   204.2221   15.9678   6514    272.7314  
  230478   204.2229   17.4019   6944    353.3744  
  231421   204.2238   16.9625   7932    328.3945  
  735415   204.2258   7.5306    16180   277.8236  
  238621   204.2329   16.6094   12410   308.6641  
  230480   204.2575   9.0147    6838    199.934   
  233649   204.2663   12.0575   16549   111.9018  
  735416   204.2904   16.0986   8162    281.501   
  735417   204.2942   6.4744    11140   338.3984  
  238761   204.315    6.7708    6756    322.1191  
  713553   204.3208   9.865     9994    162.486   
  8610     204.3321   6.4853    11392   338.5457  
  231094   204.3383   6.5442    11458   335.3517  
  735418   204.3417   7.5575    16184   279.1123  
  743133   204.345    17.3969   6998    355.2993  
  8613     204.3496   6.4361    7173    341.6746  
  230483   204.3504   9.0214    6984    202.6952  
  231093   204.3508   6.5097    11507   337.5486  
  713554   204.3562   8.6617    11673   220.9368  
  8614     204.3592   7.645     1053    274.7789  
  735419   204.3662   6.4094    7239    343.5169  
  233650   204.3733   16.055    4538    281.0624  
  238762   204.3742   7.3069    6877    293.6352  
  735420   204.3804   7.5069    15157   282.8283  
  8616     204.3838   8.885     1156    210.5629  
  743137   204.4042   16.1944   7601    289.4139  
  735421   204.4042   16.0131   7750    279.5291  
  8618     204.4067   15.9719   7709    277.361   
  233889   204.4375   11.0331   11499   129.221   
  233890   204.4392   12.4481   12664   127.1106  
  713555   204.4396   14.1442   12804   185.6733  
  713556   204.4421   14.8275   11015   218.4906  
  735424   204.4692   15.7211   7888    265.4989  
  735425   204.4963   7.5281    16125   284.6212  
  735426   204.5025   7.5042    16103   286.073   
  233813   204.5042   10.24     7086    155.8292  
  743139   204.5121   16.7561   12407   322.7883  
  735427   204.5183   16.0144   7557    282.4709  
  713557   204.54     14.92     17840   226.2639  
  735428   204.5513   7.4875    16017   288.2459  
  233891   204.5517   12.7281   14124   139.2455  
  233654   204.5525   15.8633   4578    275.2901  
  713558   204.555    10.2556   16910   157.6941  
  8623     204.5567   6.4653    7141    344.4277  
  735429   204.5571   7.5042    15837   287.5037  
  713559   204.5596   14.9731   17780   229.5375  
  230495   204.5613   11.2511   17031   132.2305  
  713560   204.5742   14.0922   7170    188.5833  
  735432   204.5779   7.5328    16167   286.5245  
  233892   204.5813   12.3436   12584   133.3795  
  735433   204.5821   6.4983    8855    343.1564  
  713561   204.585    14.2211   12871   194.7182  
  743145   204.5858   16.8611   16286   330.2423  
  8626     204.5979   6.8872    7101    322.05    
  713562   204.5992   14.0267   12922   186.7444  
  735434   204.5996   7.4492    16054   291.5852  
  735435   204.6071   14.9664   17619   230.756   
  743149   204.6112   16.8036   12411   327.6543  
  713563   204.6242   13.9894   12898   186.18    
  8629     204.6275   8.4422    989     240.6903  
  233893   204.6279   12.1081   16696   133.3365  
  743153   204.6479   16.8314   7575    330.0274  
  233656   204.6554   14.6539   9603    217.2895  
  233592   204.6642   6.8778    16554   324.1835  
  230503   204.6642   12.4572   10806   139.8683  
  233894   204.6725   12.4294   14205   139.8765  
  233657   204.6771   14.5786   12752   214.5366  
  743155   204.7071   17.0864   6196    345.4078  
  233601   204.7117   8.1081    1027    260.2843  
  735436   204.7183   7.5392    15174   290.0478  
  8633     204.7229   14.7433   7109    223.9308  
  233895   204.7246   10.67     7180    153.4367  
  735437   204.7317   8.1119    16381   260.7138  
  743160   204.7596   16.7147   13558   326.335   
  713564   204.7787   14.5747   12955   218.1217  
  233658   204.7996   15.4408   6917    260.6128  
  713565   204.8087   15.0167   17830   240.003   
  233896   204.8167   12.6033   12360   151.0273  
  230516   204.8254   12.7239   6824    153.9683  
  735438   204.8283   7.4808    15312   296.2585  
  713566   204.8329   15.0161   17790   240.8117  
  735439   204.8333   15.8711   14491   283.5833  
  743165   204.8346   17.1722   14402   353.0654  
  735440   204.8396   6.3292    17726   358.4979  
  233897   204.845    11.9214   11008   144.9631  
  233898   204.8483   11.255    17272   148.6037  
  735441   204.8812   6.7325    11277   337.572   
  735442   204.8858   6.8606    14500   330.7948  
  233659   204.8871   15.2233   6443    252.6973  
  743172   204.9154   16.4086   7574    313.9969  
  233899   204.9175   11.3733   16109   151.2157  
  735443   204.9187   9.2953    16762   211.6648  
  735444   204.9229   7.3628    15489   305.1872  
  743173   204.9392   16.4644   6692    317.5947  
  231665   204.9425   16.8092   7882    336.0375  
  743175   204.9642   17.08     7019    351.1733  
  233660   204.9671   14.3736   12899   216.5907  
  735446   205.0017   15.6706   13170   278.548   
  8644     205.0054   7.3672    7023    307.3911  
  233902   205.015    10.9706   7234    162.5765  
  713567   205.0167   9.4161    16664   210.8067  
  713568   205.0217   8.4828    13179   252.3479  
  713569   205.0229   14.4761   8878    223.258   
  735448   205.0396   9.5703    13061   205.6737  
  233661   205.0408   14.9342   12895   244.4171  
  735449   205.0417   15.8625   13942   289.4531  
  735450   205.0537   7.2925    16596   312.7123  
  713570   205.065    15.0939   17964   252.7294  
  743192   205.0925   16.6275   7077    330.4047  
  735453   205.0996   7.2928    16541   314.0779  
  713571   205.1013   14.1069   12552   211.3407  
  743193   205.1113   16.9664   7924    348.8439  
  735454   205.1183   7.3064    16308   313.9462  
  233903   205.1221   11.2453   8421    164.4738  
  713572   205.13     14.8644   8371    244.6012  
  735456   205.1338   15.4669   7754    272.9131  
  735458   205.1438   7.5836    16527   300.602   
  735459   205.1629   7.4567    15220   307.6429  
  735460   205.1783   9.3706    11652   219.7373  
  735461   205.1804   6.5256    11377   356.6727  
  233905   205.1825   11.9697   17430   164.9066  
  232108   205.1925   7.9833    8636    282.4082  
  713573   205.1979   14.0247   12802   212.5003  
  233906   205.2071   12.7144   14149   174.8192  
  743199   205.2096   16.2528   10687   314.4179  
  233907   205.22     11.915    17385   166.9387  
  713574   205.2208   13.3083   7703    189.7205  
  735463   205.2279   15.3092   17686   268.7095  
  713575   205.2283   14.0839   12486   216.112   
  230548   205.2338   11.7006   10104   167.7224  
  232109   205.2342   14.155    12173   219.096   
  233741   205.2542   14.1675   12517   220.4692  
  713576   205.2546   13.2272   16608   189.2105  
  735464   205.2571   6.605     17901   354.6094  
  713577   205.2579   9.9331    7060    202.8543  
  713578   205.2596   13.1628   16684   187.7609  
  713579   205.2608   14.9011   12717   251.3012  
  735465   205.2629   10.1367   16823   196.6211  
  713580   205.2667   14.1817   12187   221.5729  
  713581   205.2671   13.1953   16720   189.0084  
  735466   205.2704   8.4822    13232   261.7089  
  230553   205.2883   12.7711   14268   180.4072  
  713582   205.2933   14.6656   12777   242.372   
  735467   205.2992   15.6628   7683    288.0449  
  743203   205.3083   16.2303   6973    316.3319  
  735469   205.3142   7.3356    16276   318.6042  
  713583   205.315    14.085    12819   220.0822  
  233908   205.32     12.7883   14158   182.4938  
  230558   205.3204   13.7753   13564   209.3008  
  713584   205.3262   14.3186   12590   229.5481  
  713585   205.3525   14.2283   12619   227.1987  
  8660     205.3538   13.8558   7182    213.653   
  233909   205.3687   10.8058   17149   185.4699  
  233666   205.3971   14.3594   12592   234.2641  
  713586   205.4      15.2236   17598   271.1242  
  232543   205.4033   12.1286   14511   178.6304  
  713587   205.4058   14.2931   12786   232.0691  
  713588   205.4075   13.4019   16754   201.9777  
  713589   205.41     9.1486    6996    238.839   
  713590   205.4104   9.09      16866   241.2157  
  230565   205.4154   12.6497   17511   185.3423  
  735472   205.4179   7.4925    16502   314.1961  
  713591   205.4204   8.1731    14984   281.6508  
  233667   205.425    14.3947   12538   236.876   
  233910   205.4308   12.735    10718   187.6671  
  735473   205.4492   7.6169    6982    309.1633  
  233911   205.4571   12.3217   17505   183.3621  
  233814   205.4663   9.4333    11598   230.4168  
  713592   205.4783   8.2897    16605   278.512   
  735474   205.4792   15.3622   17949   280.4172  
  735475   205.5042   15.51     17880   288.135   
  233669   205.5075   14.7094   4624    253.1133  
  233912   205.5083   12.6972   7739    191.3577  
  735476   205.5117   8.9322    11640   252.0488  
  735477   205.5121   15.2831   17556   278.08    
  233913   205.5125   12.6019   17568   190.0765  
  713593   205.5196   9.6186    16759   226.2919  
  713594   205.5233   8.5208    16641   269.9919  
  232421   205.5242   11.8978   17073   184.7483  
  233722   205.5337   12.9347   12272   197.2102  
  713595   205.5533   12.9203   12355   197.9924  
  735479   205.5587   15.3339   17963   282.1538  
  233671   205.5596   14.3292   12866   240.3446  
  713596   205.5733   8.0347    16234   293.8339  
  743224   205.5904   16.1975   17856   323.8698  
  233670   205.5908   14.3392   12900   242.1354  
  238794   205.5946   7.7547    16505   307.7216  
  230591   205.5996   14.7389   12662   258.2192  
  233672   205.6267   12.8603   10683   200.8753  
  735482   205.6304   7.3731    15284   327.3384  
  233673   205.6308   13.0356   12248   204.6511  
  232544   205.6525   12.5011   16352   196.6554  
  233676   205.6671   12.9453   12366   204.7625  
  238767   205.6746   7.5161    7033    321.982   
  232545   205.6775   12.5186   15749   198.3095  
  735483   205.6833   8.0039    14424   299.4563  
  743232   205.6958   16.6567   7432    349.9671  
  713597   205.6967   13.1178   17556   210.0401  
  713598   205.7017   10.3222   11703   214.4718  
  743240   205.7337   16.3078   16678   334.0711  
  233914   205.7413   11.9564   6835    197.6157  
  735485   205.7542   7.6008    11361   320.8405  
  735487   205.7592   15.7408   10834   308.2101  
  743242   205.7596   16.6411   13190   351.2522  
  231455   205.7662   16.705    7373    354.6346  
  233915   205.7667   12.3181   16974   201.2402  
  735488   205.7954   7.7672    6964    314.6138  
  713599   205.7992   13.0644   15676   214.4639  
  713600   205.815    9.1375    16839   257.6233  
  713601   205.8258   14.3447   6503    253.1267  
  735489   205.8287   7.6719    7035    320.2869  
  713602   205.8442   13.2511   10577   221.0613  
  232546   205.8537   12.5183   7776    208.4012  
  743255   205.8554   16.6631   7984    355.4756  
  233678   205.875    15.0508   7105    282.6709  
  735490   205.8771   15.4511   17701   299.7626  
  735491   205.8771   15.4325   17850   298.9507  
  232422   205.8783   12.0494   16362   205.9675  
  743259   205.8787   16.4064   12363   343.7907  
  713603   205.8821   13.4264   13900   227.3784  
  713604   205.8879   10.5083   17555   220.3214  
  713605   205.8958   9.1431    16802   261.1866  
  233679   205.9187   13.3847   6514    228.2717  
  743263   205.9292   16.3717   12396   343.8772  
  735492   205.9321   15.5514   17722   306.3279  
  233916   205.9471   12.035    14704   209.9348  
  713606   205.9554   12.8783   10527   219.5309  
  735493   205.9562   15.5533   17669   307.3666  
  735494   205.9583   15.5219   17719   306.0781  
  230610   205.9604   13.2497   6580    227.2948  
  713607   205.9696   9.1503    16770   264.3938  
  713608   205.9867   9.4522    11597   254.7191  
  231462   205.9946   8.0239    13383   310.8816  
  713609   205.995    8.9192    16938   274.1461  
  735498   205.9962   15.9472   12911   326.5086  
  713610   205.9996   13.9433   12577   248.0591  
  735499   206.0038   7.7872    11126   321.7553  
  743275   206.0271   16.2658   12939   342.3546  
  230614   206.0288   12.1278   14781   215.1367  
  713611   206.0621   13.8714   6485    249.0201  
  735500   206.0733   7.7539    11403   325.9974  
  230617   206.0737   14.4842   13079   269.6798  
  735501   206.08     7.3317    16493   345.5565  
  713612   206.0833   14.3386   12241   265.0457  
  230619   206.0896   14.3278   12295   264.9739  
  735502   206.0929   7.3408    16421   345.6143  
  735503   206.1004   7.75      16330   327.2458  
  230620   206.1025   13.1753   12369   233.3956  
  232423   206.1125   11.5175   6832    219.9341  
  735504   206.12     7.6511    16531   332.4522  
  735505   206.1263   7.6233    6953    333.9493  
  713613   206.1263   12.8897   10694   229.3009  
  233816   206.13     8.2708    6862    305.9759  
  232424   206.1475   11.3083   12169   223.338   
  743293   206.1492   16.4625   16754   355.9605  
  232547   206.1683   12.1936   14870   223.6614  
  713614   206.1704   14.0467   6618    259.7781  
  231009   206.1863   15.5239   6720    315.3642  
  735506   206.1983   7.9806    11146   321.1289  
  232548   206.2154   12.2372   16911   226.6866  
  713615   206.2233   12.8789   10495   234.5775  
  232549   206.2238   12.3731   17723   228.224   
  713616   206.2354   8.9617    16990   283.7839  
  735507   206.2554   15.9681   6731    337.362   
  713617   206.2579   13.3311   14240   245.2308  
  230627   206.2813   8.4739    11031   304.3574  
  713618   206.2854   13.0583   12167   241.1788  
  232550   206.2858   12.4267   12098   232.3094  
  743319   206.2996   16.4181   6663    359.364   
  232551   206.3013   12.2406   16913   231.7106  
  735509   206.3158   15.3117   16682   312.0377  
  232425   206.3217   11.4147   5556    232.7491  
  713619   206.3258   14.4781   17002   281.3952  
  232296   206.3267   10.5178   11648   244.5129  
  743326   206.3338   16.3531   6666    357.6559  
  713620   206.3433   8.2736    6954    315.1065  
  232426   206.3442   11.3697   4971    234.3582  
  735510   206.3592   7.6094    4612    343.8482  
  713621   206.3658   8.3889    7016    311.4933  
  231475   206.3729   16.3039   6665    356.8979  
  735512   206.3754   15.3517   12556   316.2048  
  743330   206.3804   16.2222   12351   353.5095  
  713622   206.4012   14.1183   12535   273.5282  
  735516   206.4163   15.5078   17816   324.2761  
  231476   206.4375   7.515     7029    351.1714  
  735520   206.4483   15.4981   17813   325.24    
  735521   206.4508   15.5314   17686   326.7044  
  713623   206.4958   14.5147   13127   290.804   
  232427   206.5283   12.0383   6845    243.9964  
  230636   206.5413   9.2919    10746   287.5415  
  713624   206.5508   14.6356   13266   297.5168  
  713625   206.5596   9.9514    17803   269.8071  
  735525   206.5725   9.2169    10641   291.4974  
  713626   206.5812   14.1808   17975   284.4712  
  735527   206.6092   7.6817    16355   351.0537  
  232428   206.6179   11.2419   14344   251.3025  
  713627   206.6237   9.3311    17091   290.4929  
  735529   206.63     15.3853   17912   328.604   
  735533   206.695    7.6964    16442   354.0689  
  713628   206.7021   9.7583    17913   282.3652  
  230643   206.7058   14.4006   6470    297.4118  
  713629   206.7067   9.4375    10808   291.5381  
  230642   206.7088   11.6211   10656   254.5196  
  231485   206.7125   14.415    6546    298.1934  
  713630   206.7175   9.4147    10987   292.7675  
  233680   206.7192   15.9692   6562    356.0391  
  713631   206.7208   8.2361    11417   333.4548  
  230646   206.7242   11.6175   10689   255.4343  
  232552   206.7292   12.4369   14948   258.0839  
  713632   206.7304   14.5478   13182   303.2956  
  713633   206.7358   8.2458    11334   333.7624  
  713634   206.7646   8.2297    11236   335.6925  
  231746   206.7667   15.8139   17848   351.6086  
  230649   206.7679   11.1064   6775    261.2595  
  713635   206.7725   14.6442   12891   308.489   
  713636   206.7938   14.66     13049   310.041   
  232429   206.7963   11.5303   11761   259.9669  
  713637   206.7983   9.3406    11499   299.1285  
  233681   206.8167   13.1772   1094    272.9246  
  233683   206.8183   13.2981   6481    275.2582  
  713638   206.8217   14.6056   15759   309.6281  
  232553   206.8283   12.4028   14872   263.5591  
  713639   206.8292   9.0261    10833   310.4737  
  713640   206.8363   14.1203   15664   295.7295  
  233828   206.8429   9.8906    11222   286.5807  
  713641   206.8454   8.0711    11243   345.5035  
  233837   206.8688   9.8592    10571   288.7405  
  713642   206.8704   14.6167   12390   312.3741  
  713643   206.8763   14.6178   12423   312.696   
  713644   206.8829   14.7469   17218   317.2324  
  233684   206.8854   14.2661   6440    302.3983  
  713645   206.8867   14.4017   12283   306.477   
  713646   206.8871   9.4089    11487   301.7123  
  713647   206.8921   14.5806   17928   312.2864  
  713648   206.905    13.3969   15174   281.9814  
  230660   206.9058   9.7675    10898   293.0136  
  735539   206.9133   9.6992    10705   295.1604  
  713649   206.9458   14.0853   12362   300.438   
  230663   206.9488   11.2742   11818   270.356   
  735541   206.9667   15.29     17958   340.1335  
  713650   206.9742   13.3936   14174   285.7242  
  232297   207.0079   10.9508   6858    276.8216  
  713651   207.0104   8.1511    16523   349.9675  
  230666   207.0254   12.0717   7042    273.2293  
  233744   207.0308   14.7867   17992   325.7165  
  232430   207.0317   11.4014   10799   274.3861  
  735544   207.0354   15.1947   7334    339.8729  
  713652   207.0446   10.1756   7220    291.2856  
  713653   207.0454   14.6833   12577   323.1028  
  232554   207.0471   12.4986   14924   277.0478  
  230671   207.0596   15.4272   17084   349.4294  
  238806   207.0596   15.4433   17260   350.0265  
  713654   207.0608   8.1844    16469   351.0554  
  231496   207.0613   15.4306   17310   349.629   
  713655   207.095    8.2114    1200    351.6497  
  713656   207.1133   10.3675   11470   291.449   
  713657   207.1187   14.3186   7144    315.821   
  713658   207.1442   14.9222   17535   335.6718  
  713659   207.1671   15.0717   15784   341.7933  
  713660   207.1675   13.0531   17199   290.5941  
  230682   207.1683   11.9467   10899   281.3147  
  232555   207.1779   12.5458   10894   285.0459  
  735548   207.185    15.0306   17617   341.2564  
  713661   207.2604   15.0897   17177   346.8658  
  713662   207.2875   15.0531   17462   346.9361  
  713663   207.2917   13.3469   7203    302.4398  
  233685   207.3083   15.385    11966   359.3613  
  713664   207.31     14.3228   12290   325.7806  
  713665   207.3113   15.0058   17632   346.5195  
  231506   207.3483   8.5075    11456   353.318   
  713666   207.3575   15.0758   17529   351.0694  
  713667   207.3625   9.0675    16627   336.2722  
  230723   207.3696   13.8778   7224    317.6512  
  713668   207.3738   13.1244   17344   303.3399  
  713669   207.38     14.1803   7282    325.6246  
  232298   207.3912   10.5622   11471   304.003   
  230728   207.4046   11.0964   10995   298.3813  
  735551   207.4054   15.185    17459   357.0248  
  233745   207.4054   14.3339   12191   331.0234  
  735553   207.4192   15.1211   17555   355.5483  
  232299   207.4542   10.6294   10970   306.6243  
  735554   207.4554   15.1572   17535   358.4966  
  713670   207.465    9.1133    14426   340.2479  
  713671   207.5096   9.2286    14368   339.335   
  713672   207.5112   8.6594    17678   356.403   
  713673   207.5212   8.6769    17795   356.3469  
  713674   207.5496   14.9989   13449   357.9324  
  233691   207.5796   14.3522   6941    340.5709  
  233689   207.5912   14.1414   7442    335.7884  
  735556   207.6008   13.8569   6946    329.6633  
  232300   207.6204   10.7469   14045   314.6252  
  232556   207.6754   12.6572   11016   314.8571  
  713676   207.6917   14.1356   12060   340.9822  
  232557   207.7154   12.7122   15029   317.6967  
  233692   207.7475   13.9375   6694    339.3856  
  230750   207.7538   13.7731   6111    336.2023  
  713677   207.7558   14.6083   15663   356.6662  
  232431   207.7563   11.0975   11507   318.8639  
  233693   207.7633   13.9825   6127    341.2479  
  713679   207.8237   14.1083   6170    347.389   
  713680   207.8404   14.5597   11805   359.6946  
  233564   207.8538   10.1769   7279    336.5836  
  232432   207.8746   11.1858   11004   325.0827  
  8766     207.8788   14.0917   7013    349.9519  
  713682   207.8817   14.0453   6803    349.048   
  233695   207.8854   14.2478   11084   354.0143  
  230757   207.8867   14.1106   7273    350.8146  
  232433   207.8946   11.2383   10965   325.8872  
  232434   207.8971   11.1953   11113   326.3298  
  233561   207.9113   14.3431   7106    357.7403  
  232435   207.92     11.1228   11054   328.2114  
  735565   207.9296   12.93     17321   332.3779  
  230762   207.9979   13.9664   11000   353.5967  
  713686   208.0075   9.8147    16751   352.1564  
  724489   208.0263   14.1294   6860    358.7488  
  713688   208.0321   9.8047    16884   353.728   
  8772     208.035    14.1158   6843    358.9099  
  230766   208.0504   13.9997   11009   357.1676  
  232436   208.0629   11.5019   11834   334.3925  
  230768   208.0817   13.5758   11048   350.5359  
  232558   208.2617   12.5533   6564    347.996   
  232437   208.2833   11.3047   11225   348.236   
  713711   208.3496   13.0461   8042    357.825   
  230792   208.3767   11.3433   11236   353.4973  
  713714   208.3938   12.8747   15612   358.4593  
  232438   208.4671   11.2472   11111   359.3324  
