# AGC ra dec z zerr petroR90_r petroR50_r expAB_r petroMag_u petroMag_g petroMag_r petroMag_i petroMag_z lnLExp_r lnLDeV_r isoA_r isoPhi_r sigma sigmaErr ew ewErr chisq nu zWarning objID sepagc
# sepagc is separation between AGC position and DR7 position in arcsec
243835 210.53381348 11.11739540 0.000000 0.0000E+00   5.48   3.69 0.688 21.419014 20.579723 19.418196 20.017641 18.953358 -.398679E+01 -.298043E+02    28.37   80.78     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017703480459770    0.00
  8944 210.54714966  9.44010925 0.020812 0.8974E-04  23.63  10.78 0.697 15.348188 13.821149 13.209811 12.885128 12.743212 -.176774E+05 -.212775E+05   110.28   98.75     2.608289     0.028019    13.70243454    0.14467201   69.27986145    14     0 588017991766114369    1.41
249095 210.55332947  8.08562565 0.000000 0.0000E+00   5.77   1.98 0.565 22.297319 20.561272 20.460094 20.169262 19.927973 -.315341E+00 -.489092E+00     5.19   90.29     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017990155567162    0.00
  8943 210.55432129  8.03709888 0.016266 0.1921E-03  27.75   9.03 0.577 15.374070 13.296031 12.442225 12.006274 11.762810 -.531429E+05 -.105237E+05   133.60  117.11     6.577079     1.297431    -0.52668798    0.18145500   10.06241608    20     0 588017990155567180    1.81
249096 210.57313538  9.56483459 0.000000 0.0000E+00  10.34   4.72 0.605 19.174522 18.643610 18.247421 18.551163 18.449369 -.418681E+01 -.308778E+02    19.28   14.25     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736543089983837    0.00
  8946 210.57328796  7.68416262 0.015278 0.1017E-03  25.95  10.17 0.469 15.986560 14.017234 13.323972 12.974777 12.820076 -.488252E+05 -.155748E+05   102.58   42.35     2.536584     0.014863    40.29151535    0.31478399  484.51287842    17     0 588017726559092746    1.99
249097 210.58799744  7.88998079 0.018371 0.1033E-03  15.50   6.39 0.250 17.664080 16.710032 16.346590 16.236914 16.420809 -.958606E+02 -.142808E+04    58.42  165.58     1.678628     0.024414    27.03661919    0.40312001   22.81018257     6     0 587736526445084868    0.33
243837 210.59645081 11.51438141 0.000000 0.0000E+00  10.98   4.68 0.637 19.005255 18.252628 17.858656 17.995821 18.173937 -.412120E+02 -.999007E+02    23.80   87.58     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736478124998762    0.00
249098 210.60798645  9.91927528 0.000000 0.0000E+00  10.81   4.21 0.388 18.307486 17.585159 17.112110 16.806366 16.830355 -.219031E+03 -.164137E+03    32.66  147.28     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736543626854562    0.00
230970 210.60816956 10.40563583 0.034011 0.8631E-04  20.42   7.27 0.373 16.824066 15.127556 14.286409 13.867531 13.640421 -.163752E+05 -.624499E+04    99.31  163.07     3.553794     0.045116    15.31066418    0.20492899  283.13803101    32     0 588017702406783209    0.96
243841 210.62425232 10.70810127 0.013915 0.1239E-03   5.12   2.28 0.647 17.314917 16.549965 16.381607 16.321745 16.317188 -.192470E+03 -.181526E+04    19.70  138.73     1.673706     0.014648    42.48640060    0.48223099   32.93650818     7 65568 588017702943653911    0.36
  8948 210.63720703  9.07972240 0.020124 0.1777E-03  22.53   9.14 0.395 16.197437 14.566710 14.035480 13.769034 13.908068 -.318961E+04 -.117282E+05    96.58   35.80     1.816983     0.034180     6.26573896    0.12062700   18.27846336     6     0 587736542553112829    2.05
240003 210.64793396  9.11921215 0.019244 0.1811E-03  19.87   6.69 0.226 17.850157 16.583887 15.858352 15.560764 15.998009 -.139387E+04 -.797640E+03    59.96   87.18     1.729827     0.117188     2.37069201    0.12487600   17.00635529     7     0 587736542553112855    0.84
243817 210.65771484 10.51706314 0.037546 0.1129E-03  11.96   4.97 0.240 17.980272 16.555944 16.021360 15.678339 15.428845 -.462455E+03 -.371246E+04    62.33  137.08     1.673235     0.058594     8.07367992    0.24860699   12.93070698     7     0 587736477051322578    0.95
241325 210.66964722  9.27923679 0.018905 0.7908E-04  10.57   5.23 0.369 18.391855 17.646399 17.366478 17.301470 17.508314 -.348386E+02 -.217622E+03    32.51   20.81     1.553602     0.014648    90.75312805    0.98195398   67.47269440     6 65536 588017991766180190    1.45
  8950 210.67584229  9.16413975 0.019611 0.1055E-03  21.21   8.06 0.136 17.842525 16.442932 16.081348 15.933941 16.413260 -.311436E+03 -.888168E+03    97.08   70.37     1.773983     0.014648    43.00587463    0.50516498   17.15059853     6     0 587736542553178234    1.67
241923 210.68150330  9.99150848 0.019418 0.1002E-03  14.33   6.17 0.870 18.477097 17.581036 17.278448 17.291220 18.701731 -.797896E+03 -.152557E+03    31.39    9.75     1.605834     0.024414    21.71935463    0.37744799   36.75786972    17     0 587736543626854615    0.97
  8951 210.71212769  8.77981853 0.019584 0.2145E-03  22.01   9.33 0.237 17.074059 15.803299 15.328758 15.120128 15.135439 -.357181E+03 -.361109E+04    92.38  120.93     1.790571     0.043945    10.09668636    0.23370899   46.82884979     6     0 587736542016307449    1.36
  8956 210.73208618  9.42067909 0.000000 0.0000E+00  24.14   8.62 0.787 15.916673 13.801009 12.971044 12.537066 12.332607 -.419299E+05 -.299744E+04 -9999.00 -999.00     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017991766245381    0.00
249099 210.73748779  7.09241819 0.000000 0.0000E+00   8.95   4.55 0.562 19.995916 18.773651 18.488235 18.259693 18.163134 -.165120E+02 -.279827E+02    19.72  153.64     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736525371409074    0.00
249100 210.74069214 10.62029839 0.000000 0.0000E+00   1.03   0.60 0.891 23.185522 21.541409 23.016403 23.008410 21.205591 -.158910E-01 -.158910E-01     2.16   14.69     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736477051322663    0.00
241327 210.74591064  9.47124958 0.022386 0.1062E-03  13.05   6.14 0.386 17.824524 16.838833 16.424749 16.356499 16.658197 -.109930E+03 -.944272E+03    53.39  126.43     1.695045     0.053711    11.89399624    0.30798599   26.12678146     6     0 587736543090049223    0.57
243860 210.75274658  9.04952335 0.019506 0.2275E-02  11.07   5.64 0.706 19.072964 17.931288 17.761477 17.884743 17.289642 -.134613E+01 -.688313E+02    26.36  125.53     4.714595     1.827827     4.78960323    1.14417195   47.74514771     6  4624 587736542553178754    0.91
243819 210.76155090  8.76745701 0.000000 0.0000E+00  15.77   7.98 0.845 18.261572 16.346031 15.964873 15.944644 16.936079 -.557419E+03 -.135428E+04    42.70  114.97     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736542016307290    0.00
242169 210.77684021  8.24182606 0.017518 0.6308E-05  14.04   6.39 0.682 18.994701 16.971355 16.807657 16.806984 17.915895 -.162855E+02 -.406323E+03    34.91    3.31     1.547462     0.024414    42.46918106    0.68533701   14.81098938     7     0 587736541479502029    1.68
243861 210.78291321  9.29892540 0.018559 0.8862E-04   8.07   3.38 0.223 19.253714 18.136694 17.756472 17.690853 17.674994 -.165785E+02 -.171300E+03    29.02   58.81     1.590565     0.014648    45.12071609    0.58072102  139.59448242     6 65536 588017991766245561    0.13
243842 210.80029297 11.71988869 0.017726 0.9571E-04   6.11   2.68 0.825 16.443552 15.485395 15.078730 14.878163 14.701252 -.177326E+04 -.767774E+04    31.55    6.65     1.835529     0.024414    11.78409481    0.17465401   29.84428024     6     0 587736478661935196    0.59
240019 210.80329895  8.89559746 0.018138 0.1421E-03  18.83   5.82 0.563 16.343395 14.601317 13.817413 13.425430 13.186965 -.396501E+05 -.574772E+04    89.64  160.30    10.326219     2.198355    -1.54137194    0.19954699   14.18746471    28     0 588017991229374543    1.78
242248 210.80767822  9.75106144 0.024115 0.8835E-04  17.93   8.69 0.771 18.995951 17.159029 16.570557 16.672043 17.928822 -.155178E+03 -.333119E+03    40.16   10.08     1.677317     0.014648    68.29954529    0.74176502   82.96568298     6     0 588017992303116358    2.27
249101 210.82397461 10.06121254 0.013383 0.8916E-05   5.31   1.89 0.465 17.642370 16.731747 16.365446 16.202532 16.113964 -.968626E+03 -.854794E+03    30.81   51.40     1.804704     0.004883    75.74426270    0.56231803  116.95332336     6 65568 587736543626919990    0.89
243820 210.82821655  8.78825951 0.000000 0.0000E+00   5.58   2.58 0.374 20.060965 19.026627 18.543148 18.407520 17.637541 -.416495E+02 -.138648E+03    16.90  163.30     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736542016372907    0.00
249102 210.82885742  7.50534725 0.023214 0.8197E-04  11.61   4.80 0.204 17.682123 16.624218 16.339643 16.186075 16.021929 -.224238E+03 -.153365E+04    52.66  170.96     1.589354     0.014648    41.04652023    0.42303899  100.10841370     7     0 587736525908345022    0.46
  8965 210.84643555  9.44808674 0.015489 0.1446E-03  27.75  14.67 0.950 16.268925 14.103220 13.505059 13.347490 13.473063 -.551605E+04 -.178840E+05    88.41  166.44     1.468765     0.122070     1.26426995    0.08558400   18.60942268    17     0 587736543090114810    2.26
249103 210.85070801 11.15408039 0.013291 0.1056E-03   5.55   2.26 0.536 17.469152 16.593782 16.262877 16.141296 16.052105 -.375333E+03 -.248580E+04    23.80    0.36     1.579080     0.004883    70.02535248    0.72616798   32.98352814     6 65568 588017703480590422    0.58
  8967 210.86294556  9.46728325 0.018797 0.1012E-03  26.14   9.29 0.225 16.559547 14.905394 14.309309 13.876809 13.740685 -.428033E+04 -.760392E+04   134.00   71.95     1.850653     0.024414     8.02706146    0.11590300  120.37378693     8     0 587736543090114811    1.99
241328 210.86752319  8.96702099 0.018040 0.1220E-03  13.39   6.29 0.236 17.838568 16.705519 16.322783 16.075537 16.021233 -.152264E+03 -.117380E+04    54.72   55.07     1.419767     0.083008     4.02799606    0.21061800   23.61098099     6     0 588017991229440112    1.54
  8966 210.88249207  6.77007294 0.024653 0.1565E-03  21.65  11.40 0.519 17.401058 15.460084 14.987043 14.774906 15.073815 -.222859E+04 -.612251E+04    85.62   20.54     1.567438     0.053711     5.25557280    0.16501001   10.92948437     6     0 588017725485482087    0.26
249143 210.89877319 10.88263607 0.018037 0.9499E-04  11.73   4.81 0.503 17.485611 16.606121 16.247026 16.067442 16.024487 -.691989E+02 -.234784E+04    40.17  144.93     1.536480     0.024414    33.06373215    0.51240098   20.90999603     6 65536 587736477588258985    0.52
242104 210.90899658 11.57348347 0.020054 0.7865E-04  13.23   5.56 0.167 17.909836 16.776575 16.387135 16.159081 16.397997 -.426643E+02 -.132892E+04    61.74   35.20     1.653117     0.024414    25.37112236    0.41239601   39.69246674     6     0 588017704017461469    1.02
  8973 210.91041565 11.38877487 0.000000 0.0000E+00  19.51   9.05 0.522 17.250362 15.112528 14.556682 14.230203 14.393690 -.297912E+04 -.122340E+05    85.99  134.35     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736478125129868    0.00
243862 210.96530151  8.70583916 0.019728 0.2293E-03  13.63   6.86 0.950 17.712448 16.749428 16.257627 16.093966 16.111008 -.188616E+02 -.639955E+03    35.03  109.76     1.549379     0.136719     3.48479605    0.26387301   34.58514404    15     0 587736542016438558    0.43
249105 210.99810791  9.27324772 0.019451 0.1076E-03   7.41   3.04 0.294 18.451038 17.439016 16.991627 16.814552 16.651718 -.530408E+02 -.881801E+03    30.28  151.78     1.771112     0.024414    17.63607025    0.26473701   26.93123817     6     0 588017991766311150    0.77
  8983 211.01507568 12.00466824 0.024187 0.1640E-03  23.33   8.26 0.190 18.002554 16.230282 15.484540 15.058394 14.743932 -.150007E+04 -.294827E+04   101.02   64.06     1.603441     0.102539     2.85547900    0.16621800   18.72083664     6     0 588017704554397844    1.90
  8979 211.03222656  6.48589706 0.024822 0.1716E-03  18.23   7.43 0.220 17.248024 15.837448 15.087295 14.625131 14.365454 -.572826E+03 -.339158E+04    94.04   16.61     1.800928     0.058594     4.53694201    0.13217600   22.29619789     6     0 588017724948676794    0.54
249106 211.04254150  8.00820255 0.036077 0.8705E-04   7.37   3.17 0.627 17.436449 16.193428 15.553182 15.201349 14.980555 -.416583E+03 -.527777E+04    37.63  174.10     1.985886     0.024414    15.26319313    0.17534500   28.66122055     6     0 588017990155763833    0.50
242251 211.09155273  9.50796032 0.024364 0.7717E-04  15.46   7.50 0.733 17.348829 16.263283 15.962169 15.758714 16.102583 -.861645E+03 -.131148E+04    43.82  140.87     1.703104     0.024414    19.31789589    0.27979001   21.47572708     6     0 587736543090180248    0.51
  8989 211.09559631 11.73579693 0.020053 0.1775E-03  15.83   5.05 0.398 16.983271 15.201534 14.285674 13.793962 13.483439 -.122121E+05 -.728639E+04   100.54   70.83     2.293749     0.229492     1.03996205    0.09022800    7.45106411     6     0 587736478662066339    1.98
243843 211.13667297 11.18979359 0.017098 0.1201E-03  16.94   9.01 0.864 18.395769 16.780903 16.352461 16.265842 16.891895 -.191177E+03 -.798095E+03    40.24   37.50     1.656143     0.083008    10.35239410    0.46694201   13.59747314     7  4608 588017703480721453    0.26
249107 211.14793396  8.99165535 0.037210 0.1306E-03   9.24   3.91 0.195 18.860611 18.085272 17.823074 17.506435 17.475452 -.198633E+02 -.174034E+03    39.94  132.24     1.521278     0.053711    12.46272278    0.38757300   13.38118839     7  4096 588017991229505837    0.07
240051 211.15811157 11.64574909 0.015410 0.8446E-04  14.53   5.91 0.796 15.534048 14.555124 14.221055 14.043159 14.048383 -.199922E+04 -.157682E+05    54.09  108.28     1.589396     0.014648    34.33847427    0.35433799  101.30745697     6     0 588017704017592327    0.81
243844 211.15847778 11.71735573 0.019707 0.9427E-04   7.68   3.34 0.401 18.437309 17.707598 17.505949 17.414167 17.319445 -.233944E+02 -.359059E+03    26.58  124.99     1.571684     0.014648    54.02224731    0.74600500   15.56088924     6 65536 587736478662066379    0.75
242316 211.16960144 12.14395237 0.017565 0.2573E-03  11.58   4.61 0.362 18.240358 17.203434 16.915890 16.762268 16.646364 -.726820E+02 -.771258E+03    45.85  131.39     2.085192     0.073242    11.40583897    0.30399799  691.07135010     7     0 587736479198937234    0.24
240054 211.19487000  8.33479500 0.022865 0.1801E-03  18.50   9.42 0.827 16.914072 15.606838 15.153188 15.036026 15.266501 -.612891E+03 -.422721E+04    55.38   95.62     1.652196     0.053711     7.58582687    0.21788201   12.28939533     6     0 587736541479633137    1.07
  8995 211.19721985  8.80092621 0.004101 0.8661E-05  37.53  18.64 0.323 16.119810 14.497394 14.057055 13.978094 14.452703 -.336897E+03 -.668548E+04   160.68    5.45     1.456491     0.024414    16.24199104    0.28910801   56.90568161     6     0 588017991229571218    1.42
  9001 211.22326660 10.80098057 0.000000 0.0000E+00  23.42   7.57 0.426 16.585516 15.313644 14.854300 14.530992 14.542035 -.132645E+05 -.128533E+05   116.82  101.29     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017702943916043    0.00
243829 211.22969055  9.69469357 0.000000 0.0000E+00   7.63   3.87 0.565 19.412657 18.129066 17.910143 17.928650 18.761429 -.146623E+02 -.176248E+03    25.22   61.47     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017992303313231    0.00
  9008 211.25758362 11.01187515 0.017860 0.9269E-04  24.91  13.16 0.876 16.970650 15.477519 14.902106 14.868687 16.529844 -.478155E+04 -.347567E+04    79.09   21.94     1.492229     0.024414    15.16603088    0.27983400   44.00069809     6     0 587736477588455567    1.77
  9007 211.27508545  9.33917046 0.015555 0.1826E-03  21.47  12.19 0.836 18.142094 16.079884 15.671810 15.464557 16.142626 -.558165E+03 -.151672E+04    59.02  127.10     1.807007     0.097656     6.23466301    0.30293801   17.07234001     7     0 588017991766442129    1.06
243926 211.29415894  8.08278751 0.019887 0.2908E-03   9.48   4.67 0.803 19.019474 18.006456 17.538542 17.339075 17.074219 -.212722E+01 -.147579E+03    25.29   76.17     1.624799     0.292969     2.56109691    0.43270999   13.95485115     6  4608 588017990155895100    0.06
240067 211.32397461  9.63721848 0.023311 0.1840E-03  16.98   9.08 0.733 17.466532 15.739255 15.226865 14.966370 14.952051 -.201149E+04 -.495393E+04    55.68   29.66     1.784888     0.034180    11.38682461    0.20193000   18.40193748     7     0 588017992303313123    1.21
243826 211.33462524 10.41073895 0.000000 0.0000E+00   7.53   3.78 0.738 17.979979 17.221596 17.160488 17.243963 16.820293 -.154667E+03 -.708339E+03    22.73  178.09     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736477051584650    0.00
243826 211.33462524 10.41073895 0.018738 0.9717E-03   7.53   3.78 0.738 17.979979 17.221596 17.160488 17.243963 16.820293 -.154667E+03 -.708339E+03    22.73  178.09     1.644608     0.004883   406.57354736    3.20349789 1692.95690918     7    16 587736477051584650    0.01
243929 211.39184570  6.42235327 0.030385 0.1017E-03  10.26   4.82 0.868 18.668722 17.158522 16.800570 16.699947 16.797167 -.331855E+03 -.812829E+03    31.85  144.47     1.581077     0.043945    14.08092690    0.33266899   18.39196014     7     0 588017724948807933    1.02
240077 211.40048218  8.91498089 0.000000 0.0000E+00  19.38   9.60 0.929 17.044945 15.531094 15.144778 14.979603 15.039432 -.782889E+03 -.302970E+04    54.90    8.04     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017991229636756    0.00
243845 211.40243530 11.56319714 0.022928 0.8546E-04  11.88   4.31 0.254 17.639332 16.743404 16.340414 16.145987 16.037874 -.327742E+03 -.835137E+03    46.68  131.07     1.560524     0.004883   114.72741699    1.05311596  208.58140564     6 65568 588017704017658090    2.29
242321 211.42680359 12.07409477 0.015330 0.1466E-04  10.64   4.67 0.244 18.177183 17.104818 16.881208 16.856005 16.745188 -.120057E+03 -.902191E+03    43.51  177.33     1.614129     0.024414    35.34127426    0.52041799   12.74547672     6     0 587736479199068320    0.55
240082 211.42864990  9.51229477 0.054696 0.1640E-03  15.95   7.82 0.794 18.095238 15.936296 15.352242 15.066635 15.082138 -.161398E+04 -.415259E+04    52.16  142.69     2.059855     0.092773     4.15707493    0.16643800   13.25086975     6     0 587736543090311257    0.46
243933 211.48080444  6.43797159 0.024861 0.2329E-03   7.79   3.73 0.608 19.139530 18.071608 17.785749 17.690153 17.404446 -.343618E+02 -.119402E+03    24.17   56.24     1.588734     0.073242    10.30049992    0.41251501   11.47947025     6     0 588017724948873608    0.32
  9015 211.48529053  9.02642441 0.023344 0.1534E-03  25.22  10.47 0.692 17.067217 15.037788 14.344626 14.128403 14.214937 -.377399E+05 -.895129E+04    84.22   12.71     3.527133     0.372002    -1.06524098    0.08262200    5.90174723    18     0 587736542553505877    1.53
243823 211.51362610 10.54253483 0.033149 0.7275E-04  12.53   4.85 0.437 17.699205 16.501825 16.180168 15.858353 15.713723 -.540363E+03 -.118276E+04    58.18  124.71     1.663636     0.024414    18.98624611    0.31022400   21.32327461     6     0 587736477051715590    1.03
240088 211.52703857 11.78883553 0.015911 0.9454E-04  21.64  10.29 0.544 16.656279 15.384344 14.976302 14.797295 14.820459 -.512065E+04 -.485398E+04    88.96   74.00     1.565459     0.024414    24.54593277    0.36933601   16.42383385     6     0 587736478662262809    1.20
242252 211.53913879  9.57143688 0.024785 0.1063E-03  12.68   6.29 0.548 17.732365 16.528263 16.111881 15.928340 15.725274 -.230867E+03 -.125046E+04    48.19   29.01     1.627326     0.043945     9.99878883    0.25005701   13.21622944     6     0 587736543090376930    1.78
243935 211.56089783  6.19429636 0.030674 0.8085E-04   8.28   2.81 0.272 18.872372 17.604305 17.039820 16.640827 16.382771 -.428089E+03 -.184125E+03    33.08   38.32     2.173419     0.024414    32.72639465    0.43530300   13.25936794    17     0 587736524298059825    0.58
243846 211.57102966 11.78650093 0.000000 0.0000E+00  10.88   4.06 0.592 18.262117 17.464767 17.225294 17.003490 17.084171 -.114970E+03 -.427508E+03    22.92   60.77     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736478662262927    0.00
242405 211.60479736  9.15388680 0.038334 0.9493E-04  12.46   5.15 0.515 17.717537 16.246237 15.676900 15.353222 15.227589 -.555136E+04 -.183532E+04    41.70   50.48     2.161046     0.014648    22.20827866    0.22039700   65.79177856     6     0 587736542553571448    0.76
242009 211.61116028  9.35903835 0.024191 0.4394E-03  21.26  11.18 0.429 19.928886 17.338629 16.899506 16.833941 26.098856 -.121540E+03 -.555374E+03    50.10   68.98     0.519691     5.009766    -0.19381499    0.35843900   46.55290985    26  4112 588017991766573360    3.35
  9020 211.63296509  6.02968359 0.003446 0.6921E-04  49.56  20.17 0.192 16.328049 13.830526 13.022825 12.576823 12.362556 -.102618E+04 -.136309E+05   131.13   60.88     1.304261     0.146484     0.97909099    0.10872800   16.24614525     6     0 587730021714427909    2.48
249108 211.65765381  6.14930773 0.000000 0.0000E+00   9.02   4.49 0.854 19.066206 18.377758 17.952629 17.909182 17.891678 -.602109E+01 -.733351E+02    19.59  134.11     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736524298125724    0.00
243863 211.69422913 10.38742447 0.022451 0.1541E-03   9.56   4.20 0.647 18.198196 17.065365 16.797935 16.599989 16.637094 -.754604E+02 -.869244E+03    27.18  174.60     1.641477     0.483398     9.56713009    0.35309899   23.27814865    13  4096 587736477051781143    1.78
  9023 211.71281433  9.32120037 0.024049 0.8369E-04  19.32   8.54 0.449 17.186859 15.687944 15.346107 15.139574 15.190564 -.126136E+04 -.330453E+04    84.42  146.93     1.873947     0.014648    39.76122284    0.38243201   23.67255592     6     0 588017991766638724    1.38
243939 211.73927307  6.22538757 0.024599 0.7880E-04   5.05   2.37 0.858 17.860016 16.857040 16.533182 16.421341 16.405800 -.351487E+03 -.317969E+04    19.59  103.32     1.616917     0.004883    74.99815369    0.70739597   49.40216827     6 65536 587736524298125416    0.55
240102 211.75074768 10.46253204 0.032364 0.1561E-03  17.27   8.31 0.719 16.262356 14.827118 14.298727 13.981616 13.863085 -.393166E+04 -.147112E+05    71.79   36.60     1.438921     0.117188     1.51718402    0.10394900    4.81869507     6     0 587736477051781168    0.29
  9027 211.76675415 10.64293385 0.022952 0.9650E-04  20.70   8.46 0.318 17.308533 15.782063 15.316538 15.065270 15.047687 -.658787E+04 -.433274E+04    90.74  120.32     1.719233     0.024414    18.38954735    0.27532801   52.71755981     6     0 588017702944112852    0.55
243940 211.76745605  6.60454416 0.025163 0.8789E-04   4.56   1.56 0.365 18.687588 17.885643 17.640852 17.512867 17.357277 -.333143E+03 -.600754E+02    31.74  150.76     1.752126     0.014648    56.17487335    0.72956300   23.93728638     6     0 587736524834996496    0.39
243852 211.76820374 10.71257687 0.004112 0.9853E-03  11.45   4.25 0.509 17.931404 17.289780 16.964155 16.873713 16.935261 -.740210E+03 -.200041E+03    34.63   54.42     1.585648     0.004883   330.05694580    2.93651390 1874.21118164     6    16 588017702944112724    1.96
249109 211.77662659  8.98952389 0.000000 0.0000E+00   8.70   4.37 0.346 21.369551 19.477640 19.144764 19.387093 21.863071 -.577889E+00 -.326845E+01    15.94  145.22     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736542553637532    0.00
249110 211.82130432  6.56983709 0.000000 0.0000E+00  14.39   6.76 0.895 18.403097 17.512310 17.104027 17.292955 17.180313 -.213029E+03 -.223095E+03    30.12  131.09     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736524834996541    0.00
249111 211.86053467  7.09905195 0.000000 0.0000E+00  16.32   8.75 0.650 18.158085 16.365591 15.845083 15.712255 16.204885 -.541322E+03 -.138173E+04    55.36  130.94     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736525371867429    0.00
243848 211.86083984 11.43127060 0.024836 0.1110E-03  13.38   6.85 0.818 18.406931 17.001303 16.668293 16.626431 16.872540 -.301095E+03 -.818288E+03    36.94   61.04     1.474530     0.068359    12.26418018    0.49090299    6.41233206     6     0 588017704017854824    1.51
  9030 211.90936279  9.67535591 0.023567 0.1810E-03  22.00   8.72 0.177 17.564217 15.595933 14.776599 14.293250 13.957600 -.179245E+04 -.460566E+04   101.70  178.87     1.661925     0.063477     3.10625601    0.10168500   19.57313728     7     0 588017992303575270    2.39
241392 211.98054504  7.04137182 0.023372 0.1550E-03  14.79   7.01 0.924 17.043715 15.519763 14.955681 14.643138 14.546031 -.257882E+04 -.854475E+04    47.90  127.54     4.945059     1.154169    -1.37201703    0.18686099    2.71967602    10     0 587736525371932926    0.49
243949 212.00762939  6.73472548 0.030527 0.7710E-04  11.23   4.63 0.509 17.293846 16.343813 16.047434 15.841384 15.688417 -.234757E+03 -.195581E+04    43.26   46.74     1.675241     0.014648    25.42323112    0.31204700   41.85270309     7     0 587730022788300820    0.49
243952 212.03799438  6.72745991 0.030451 0.8564E-04  11.05   4.91 0.172 18.249247 17.191952 16.576836 16.231741 15.948773 -.184601E+03 -.154004E+04    41.27   33.88     1.633772     0.024414    21.41513634    0.33441600    5.34052277     7     0 587730022788300969    0.31
243954 212.04023743  7.03082991 0.023278 0.7439E-04   4.86   1.76 0.588 18.387428 17.376707 16.948622 16.743477 16.580824 -.552855E+03 -.282771E+03    18.94   59.05     1.728595     0.014648    74.49079132    0.76661301   48.71413803     7     0 587736525371998269    0.60
243955 212.06414795  6.10435724 0.055489 0.7680E-04   4.45   1.96 0.868 18.078556 17.142839 16.777758 16.511681 16.367397 -.373491E+02 -.145795E+04    16.89  158.00     1.678646     0.014648    66.53050995    0.64058399   68.60137939     7     0 587736524298256565    0.33
249112 212.08442688 11.60859299 0.016742 0.1005E-03   5.91   2.93 0.543 18.557245 17.733662 17.543825 17.437916 17.626759 -.276233E+02 -.750406E+03    20.96  111.55     1.547666     0.034180    18.51707077    0.40476900   29.78874588     6     0 587736478662525042    1.31
243956 212.11532593  6.43230438 0.025426 0.9318E-04  14.54   7.80 0.534 17.662106 16.408413 16.149382 15.900351 16.073282 -.268782E+03 -.123837E+04    52.86  121.51     1.592190     0.034180    20.92422485    0.43645099   24.42334366     6     0 587730022251495559    0.44
  9037 212.12149048  7.05790758 0.019760 0.6043E-03  24.26  10.23 0.572 15.749339 14.408464 13.973702 13.728644 14.080157 -.704132E+04 -.123162E+05   101.78  163.16     1.856801     0.014648    56.37174606    0.52236903   92.75288391     6   528 587736525371998363    1.71
  9041 212.13740540 11.81622982 0.019111 0.1069E-03  19.51   7.23 0.640 15.887280 14.352765 13.669581 13.340345 13.164326 -.335199E+05 -.136311E+05    87.17   48.16     2.572658     0.012562    55.77986908    0.47086900   94.77166748    17     0 588017704554856491    1.21
249113 212.14546204  8.24468327 0.000000 0.0000E+00   6.24   2.47 0.693 19.281246 18.346649 17.938103 17.731966 17.388062 -.189627E+02 -.114569E+03    16.32   44.72     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736541480091790    0.00
240125 212.14761353 11.95103931 0.019417 0.9787E-04  15.35   6.82 0.331 17.119259 15.936096 15.516653 15.303359 15.233624 -.265898E+03 -.245014E+04    63.42   57.04     1.590590     0.034180    11.69758987    0.26483601   11.64668560     6     0 588017704554856480    0.86
243857 212.20590210 10.79593945 0.015991 0.4922E-05   8.50   3.51 0.432 16.927265 16.051497 15.735265 15.570910 15.422935 -.132758E+03 -.482984E+04    35.21   63.37     1.618034     0.009766    56.29659271    0.55904800   94.12808990     6 65536 587736477588848694    0.44
243849 212.22764587 11.94227695 0.019403 0.1137E-03   8.92   3.85 0.907 18.451414 17.498430 17.099226 16.998880 16.957138 -.610503E+00 -.555892E+03    22.73  141.64     1.501230     0.063477    10.45744514    0.38774201    9.14116287     6     0 588017704554856726    0.52
240131 212.34126282  8.90660858 0.023501 0.1517E-03  20.61   8.27 0.885 16.997656 15.249156 14.548143 14.170478 14.063993 -.110259E+05 -.271238E+04    62.91  128.98     1.297336     0.249023     0.40401700    0.07315100   25.08669662    17     0 587736542553899149    0.22
